MSU	Gene description	LFC	FDR	RAP
LOC_Os12g12290	exostosin family domain containing protein, expressed	-1.046138647	0.00393911	Os12g0224400
LOC_Os12g12600	dirigent, putative, expressed	-0.91250575	2.66868e-4	Os12g0227500
LOC_Os12g12690	transposon protein, putative, Pong sub-class, expressed	-0.705447923	0.005168219	Os12g0228500
LOC_Os12g12720	jasmonate-induced protein, putative, expressed	1.343486371	0.018547296	Os12g0228700
LOC_Os12g12854	expressed protein	0.848298648	0.027319613	Os12g0230133
LOC_Os12g13550	NBS-LRR disease resistance protein, putative, expressed	-1.178726195	0.022273457	Os12g0237900
LOC_Os12g13940	DNA-binding storekeeper protein-related, putative, expressed	-0.913515199	0.004063948	Os12g0242800
LOC_Os12g14070	DnaK family protein, putative, expressed	0.624073105	0.017489461	Os12g0244100
LOC_Os12g14480	cysteine-rich receptor-like protein kinase 23 precursor, putative, expressed	2.746843669	5.1e-8	NA
LOC_Os12g14520	expressed protein	1.911096261	6.59e-6	Os12g0248400
LOC_Os12g14580	tetraspanin family protein, putative, expressed	3.384848736	4.03e-11	Os12g0249100
LOC_Os12g14860	expressed protein	3.050250158	0.004394025	NA
LOC_Os12g15400	CXE carboxylesterase, putative, expressed	-0.825868509	9.57e-6	Os12g0256000
LOC_Os12g15505	expressed protein	-1.186419244	7.7e-8	Os12g0257450
LOC_Os12g15530	retrotransposon protein, putative, unclassified, expressed	1.198985716	0.021686126	Os12g0257600
LOC_Os12g15680	laccase precursor protein, putative, expressed	1.214403	2.41e-13	Os12g0258700
LOC_Os12g15920	laccase precursor protein, putative, expressed	-0.846997864	5.71e-7	Os12g0259800
LOC_Os12g16010	sex determination protein tasselseed-2, putative, expressed	-1.215484916	3.51769e-4	Os12g0260500
LOC_Os12g16240	nmrA-like family domain containing protein, expressed	-1.244198897	2.50221e-4	Os12g0263600
LOC_Os12g16250	nmrA-like family domain containing protein, expressed	-1.407479086	0.018638809	NA
LOC_Os12g16290	isoflavone reductase, putative, expressed	-1.022899289	1.62e-5	NA
LOC_Os12g16410	isoflavone reductase, putative, expressed	-0.745678185	9.46e-5	Os12g0265100
LOC_Os12g17160	flavonol sulfotransferase, putative, expressed	-1.407558463	0.002019755	Os12g0270900
LOC_Os12g17430	NBS-LRR disease resistance protein, putative, expressed	3.706308989	5.9e-74	NA
LOC_Os12g17520	conserved hypothetical protein	-3.215508383	7.14e-13	NA
LOC_Os12g17540	vignain precursor, putative, expressed	15.43209672	0	Os12g0273800
LOC_Os12g17550	expressed protein	1.704757502	0.002790561	Os12g0273900
LOC_Os12g17550	expressed protein	1.704757502	0.002790561	Os12g0273980
LOC_Os12g17600	ribulose bisphosphate carboxylase small chain, chloroplast precursor, putative, expressed	3.353808971	3.39e-5	Os12g0274700
LOC_Os12g17950	expressed protein	-1.239011781	1.08e-7	Os12g0277900
LOC_Os12g18530	nucleotidyltransferase, putative, expressed	-1.47865742	0.019438954	Os12g0283100
LOC_Os12g18560	invertase/pectin methylesterase inhibitor family protein, putative, expressed	2.62080331	1.98e-6	Os12g0283400
LOC_Os12g19381	ribulose bisphosphate carboxylase small chain, chloroplast precursor, putative, expressed	1.618964174	1.22e-12	Os12g0291100
LOC_Os12g19381	ribulose bisphosphate carboxylase small chain, chloroplast precursor, putative, expressed	1.618964174	1.22e-12	Os12g0291400
LOC_Os12g19470	ribulose bisphosphate carboxylase small chain, chloroplast precursor, putative, expressed	2.155718807	8.83e-20	Os12g0292400
LOC_Os12g21710	nnrU, putative, expressed	0.860783887	5.67e-6	Os12g0405200
LOC_Os12g21850	OsMADS73 - MADS-box family gene with M-alpha type-box, expressed	7.585456171	8.66e-6	Os12g0407000
LOC_Os12g21940	expressed protein	-1.512997061	5e-18	Os12g0408000
LOC_Os12g22489	expressed protein	1.63148525	1.29519e-4	NA
LOC_Os12g22970	expressed protein	-0.988518568	0.027867833	Os12g0418600
LOC_Os12g23150	4-nitrophenylphosphatase-like, putative, expressed	3.18587916	8.59e-5	Os12g0420000
LOC_Os12g23180	3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed	1.486475672	0.006675184	Os12g0420200
LOC_Os12g23190	tyrosine phosphatase family protein, putative, expressed	1.145143122	7.86972e-4	Os12g0420300
LOC_Os12g23200	photosystem I reaction center subunit XI, chloroplast precursor, putative, expressed	1.040400984	6.24e-5	Os12g0420400
LOC_Os12g23280	heavy metal-associated domain containing protein, expressed	-0.756051056	3.28634e-4	Os12g0421000
LOC_Os12g23610	ATP synthase, A subunit family protein, putative, expressed	1.353727375	0.019985619	Os12g0424180
LOC_Os12g23700	cyclin-dependent kinase G-2, putative, expressed	3.052472482	6.37e-13	Os12g0424700
LOC_Os12g23780	expressed protein	-0.673286067	0.008485173	Os12g0425800
LOC_Os12g24020	rhodanese-like domain containing protein, putative, expressed	-1.465183881	2.78e-10	Os12g0428000
LOC_Os12g24650	leucine aminopeptidase, chloroplast precursor, putative, expressed	1.025784675	0.040027885	Os12g0434400
LOC_Os12g25090	expressed protein	1.99021839	6.3e-7	Os12g0437800
LOC_Os12g25180	expressed protein	-1.498302492	0.018629287	Os12g0438400
LOC_Os12g25200	chloride transporter, chloride channel family, putative, expressed	-0.643067444	0.014004663	Os12g0438600
LOC_Os12g25490	O-methyltransferase, putative, expressed	1.75525416	1.59012e-4	Os12g0441600
LOC_Os12g25630	sulfite oxidase, putative, expressed	1.017346671	1.62e-7	Os12g0442800
LOC_Os12g25660	cytochrome P450, putative, expressed	4.357235567	1.8e-25	Os12g0443000
LOC_Os12g25690	UDP-glucose 6-dehydrogenase, putative, expressed	0.692604902	0.003305652	Os12g0443500
LOC_Os12g26060	bifunctional dihydrofolate reductase-thymidylate synthase, putative, expressed	1.259262279	0.001811281	Os12g0446900
LOC_Os12g26290	alpha-DOX2, putative, expressed	0.709814551	0.005873265	Os12g0448900
LOC_Os12g26940	CHASE domain containing protein, expressed	-0.716998085	0.00559027	Os12g0454800
LOC_Os12g26960	THION34 - Plant thionin family protein precursor, expressed	-0.787375319	9.05e-5	Os12g0455000
LOC_Os12g27102	glycerophosphoryl diester phosphodiesterase family protein, putative, expressed	2.11454289	4.59e-5	Os12g0456700
LOC_Os12g27350	10-deacetylbaccatin III 10-O-acetyltransferase, putative, expressed	-1.429899998	7.42e-12	Os12g0459100
LOC_Os12g27440	expressed protein	-1.016330964	0.036597772	Os12g0460100
LOC_Os12g28015	expressed protein	-0.910704936	9.15e-7	Os12g0466200
LOC_Os12g28100	NBS-LRR disease resistance protein, putative, expressed	0.613245001	0.012813751	Os12g0467300
LOC_Os12g28250	disease resistance protein RPM1, putative, expressed	-0.906652842	0.048780058	Os12g0468300
LOC_Os12g28590	ATPase 2, putative, expressed	1.530519302	3.17e-13	Os12g0471100
LOC_Os12g28710	ATPase 3, putative, expressed	2.080430112	8.57e-11	Os12g0472300
LOC_Os12g28750	TPD1, putative, expressed	2.953937701	3.94e-10	Os12g0472500
LOC_Os12g29280	disease resistance protein RGA3, putative, expressed	0.929900809	0.009201756	Os12g0477000
LOC_Os12g29400	GRAM domain containing protein, expressed	1.263331641	2.29e-9	Os12g0478200
LOC_Os12g29430	OsWAK125 - OsWAK receptor-like protein OsWAK-RLP, expressed	3.005824972	3.27e-19	Os12g0478400
LOC_Os12g29434	wall-associated receptor kinase 3 precursor, putative, expressed	2.936802294	1.8e-17	NA
LOC_Os12g29580	AGC_PVPK_like_kin82y.19 - ACG kinases include homologs to PKA, PKG and PKC, expressed	-0.713531506	0.005413864	Os12g0480200
LOC_Os12g29950	nodulin, putative, expressed	-0.640539622	0.00895	Os12g0484600
LOC_Os12g29980	growth regulating factor protein, putative, expressed	-1.135229555	0.017086573	Os12g0484900
LOC_Os12g30000	expressed protein	-1.943560013	5.51e-8	Os12g0485150
LOC_Os12g30180	protein kinase domain containing protein, expressed	-1.025206757	3.49346e-4	Os12g0486900
LOC_Os12g30555	expressed protein	-0.685267753	2.27517e-4	Os12g0489400
LOC_Os12g30760	disease resistance protein, putative, expressed	7.453121783	4.71e-45	Os12g0491200
LOC_Os12g30790	retrotransposon protein, putative, unclassified, expressed	2.070375257	4.68772e-4	NA
LOC_Os12g30800	ent-kaurene synthase B, chloroplast precursor, putative	7.908012472	1.58e-7	NA
LOC_Os12g30824	terpene synthase, putative, expressed	5.087413188	1.05e-63	Os12g0491800
LOC_Os12g31460	heat shock protein DnaJ, putative, expressed	-1.132904435	0.005955849	Os12g0498500
LOC_Os12g31540	expressed protein	2.736181131	3.47e-7	NA
LOC_Os12g31860	ureide permease, putative, expressed	-0.802365766	9.8576e-4	Os12g0503000
LOC_Os12g31880	translation initiation factor, putative, expressed	1.035298729	2.05e-9	Os12g0503200
LOC_Os12g32360	expressed protein	-0.841883004	1.4651e-4	Os12g0508200
LOC_Os12g32400	helix-loop-helix DNA-binding domain containing protein, expressed	-2.933249322	8.16e-6	Os12g0508500
LOC_Os12g32590	NB-ARC domain containing protein, expressed	-0.981120277	8.31545e-4	Os12g0510500
LOC_Os12g32610	expressed protein	3.6608447	2.54e-13	Os12g0510750
LOC_Os12g32640	haemolysin-III, putative, expressed	-1.335508443	0.019176515	Os12g0511200
LOC_Os12g32710	NB-ARC domain containing protein, expressed	0.803669362	8.15445e-4	Os12g0511900
LOC_Os12g32790	disease resistance RPP13-like protein 1, putative, expressed	0.812558513	2.32e-6	Os12g0512400
LOC_Os12g32814	pleiotropic drug resistance protein 3, putative, expressed	3.924135287	4.81e-17	NA
LOC_Os12g32820	pleiotropic drug resistance protein 3, putative, expressed	2.557149606	5.51e-28	Os12g0512700
LOC_Os12g32850	cytochrome P450, putative, expressed	5.293982913	2.68e-37	Os12g0512800
LOC_Os12g32970	membrane associated DUF588 domain containing protein, putative, expressed	-1.607312429	2.3e-5	Os12g0514300
LOC_Os12g33080	2-oxoglutarate/malate translocator, chloroplast precursor, putative, expressed	0.885839314	9.15e-6	Os12g0515400
LOC_Os12g33100	guanylate kinase, putative, expressed	0.686143025	0.008627063	Os12g0515600
LOC_Os12g33120	expressed protein	1.597649785	6.63114e-4	Os12g0515800
LOC_Os12g33150	expressed protein	1.214293812	1.23e-11	Os12g0516200
LOC_Os12g33230	OsFBL60 - F-box domain and LRR containing protein, expressed	0.93014779	0.014023605	Os12g0517100
LOC_Os12g33300	integral membrane protein DUF6 containing protein, expressed	2.272107028	1.11e-5	Os12g0518200
LOC_Os12g34062	mitochondrial ribosomal protein S12, putative, expressed	-1.445804841	0.001781281	NA
LOC_Os12g34124	mitochondrial ribosomal protein S3, putative, expressed	-1.836646755	5.26e-5	NA
LOC_Os12g34128	mitochondrial 60S ribosomal protein L16, putative, expressed	-1.88957187	4.72418e-4	NA
LOC_Os12g34148	expressed protein	1.315529134	0.001893133	NA
LOC_Os12g34300	OsFBX454 - F-box domain containing protein, expressed	1.114751651	0.00531093	Os12g0527500
LOC_Os12g34360	expressed protein	-0.810720902	0.014858971	Os12g0528100
LOC_Os12g34550	ribosomal protein S15 containing protein, expressed	2.015354936	0.048792701	NA
LOC_Os12g35260	expressed protein	-2.027050874	0.003361015	NA
LOC_Os12g35395	expressed protein	-0.98923836	3.04e-8	Os12g0539750
LOC_Os12g35610	respiratory burst oxidase, putative, expressed	1.505894025	4.07e-12	Os12g0541300
LOC_Os12g36110	calmodulin binding protein, putative, expressed	1.779949351	7.93e-15	Os12g0547600
LOC_Os12g36194	nucleoside diphosphate kinase, putative, expressed	0.589677243	0.001507798	Os12g0548300
LOC_Os12g36220	inhibitor I family protein, putative, expressed	1.470958091	1.36e-18	Os12g0548501
LOC_Os12g36270	expressed protein	0.689062778	1.12766e-4	Os12g0548800
LOC_Os12g36350	expressed protein	1.909945891	6.74e-5	NA
LOC_Os12g36680	expressed protein	0.77317181	0.001926528	Os12g0552800
LOC_Os12g36700	expressed protein	-1.347878172	0.009549362	NA
LOC_Os12g36770	lipase class 3 family protein, putative, expressed	-0.709981825	6.67102e-4	Os12g0554500
LOC_Os12g36830	pathogenesis-related Bet v I family protein, putative, expressed	3.292861196	8.93e-54	Os12g0555000
LOC_Os12g36840	pathogenesis-related Bet v I family protein, putative, expressed	-1.497351968	7.13e-13	Os12g0555100
LOC_Os12g36850	pathogenesis-related Bet v I family protein, putative, expressed	2.539101278	1.36e-28	Os12g0555200
LOC_Os12g36860	pathogenesis-related protein 10, putative, expressed	4.601698726	1.8e-22	Os12g0555300
LOC_Os12g36880	pathogenesis-related Bet v I family protein, putative, expressed	2.048792076	3.93e-22	Os12g0555500
LOC_Os12g36910	calmodulin binding protein, putative, expressed	2.423157994	9.34e-26	Os12g0556200
LOC_Os12g36940	calmodulin binding protein, putative, expressed	0.72030778	2.12591e-4	Os12g0556500
LOC_Os12g36990	transposon protein, putative, CACTA, En/Spm sub-class	-5.987487012	9.5175e-4	NA
LOC_Os12g37480	invertase/pectin methylesterase inhibitor family protein, putative, expressed	3.38030784	0.031507373	Os12g0561500
LOC_Os12g37560	phospholipase C, putative, expressed	1.098675584	1.27e-7	Os12g0562400
LOC_Os12g37564	hypothetical protein	1.392305454	0.00106462	NA
LOC_Os12g37780	tetratricopeptide repeat domain containing protein, expressed	1.538275113	2.12e-15	Os12g0565300
LOC_Os12g37970	MYB family transcription factor, putative, expressed	-1.199480478	3.13e-9	Os12g0567300
LOC_Os12g38150	osmotin, putative, expressed	-1.926920623	7.02e-14	Os12g0569300
LOC_Os12g38200	dof zinc finger domain containing protein, putative, expressed	-0.928494324	0.029688747	Os12g0569900
LOC_Os12g38460	RNA recognition motif family protein, expressed	3.610995196	7.43e-31	Os12g0572800
LOC_Os12g38770	nucleotide pyrophosphatase/phosphodiesterase, putative, expressed	3.302469375	8.88e-16	Os12g0576750
LOC_Os12g38850	DUF1336 domain containing protein, expressed	1.332398275	2.7e-7	Os12g0577600
LOC_Os12g38910	expressed protein	-0.960768898	0.007714605	Os12g0578300
LOC_Os12g38920	heparanase-like protein precursor, putative, expressed	0.752512344	5.93e-5	Os12g0578400
LOC_Os12g39220	ZOS12-08 - C2H2 zinc finger protein, expressed	-0.740873808	0.002707259	Os12g0581900
LOC_Os12g39240	cytochrome P450, putative, expressed	3.715014049	0.02213788	Os12g0582000
LOC_Os12g39300	cytochrome P450, putative, expressed	1.606073352	5.34e-8	NA
LOC_Os12g39310	cytochrome P450, putative, expressed	2.007552051	1.27e-29	Os12g0582700
LOC_Os12g39330	AP2 domain containing protein, expressed	2.964155196	1.8e-10	Os12g0582900
LOC_Os12g39380	BTBN24 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed	-0.947380804	7.38e-7	Os12g0583500
LOC_Os12g39400	ZOS12-09 - C2H2 zinc finger protein, expressed	1.568542417	0.003437794	Os12g0583700
LOC_Os12g39620	disease resistance protein, putative, expressed	0.657081991	0.012108373	Os12g0586000
LOC_Os12g39640	MYB family transcription factor, putative, expressed	-0.927946451	6.35e-8	Os12g0586300
LOC_Os12g39790	expressed protein	1.721211285	3.5e-10	NA
LOC_Os12g39850	helix-loop-helix DNA-binding domain containing protein, expressed	-2.853267236	0.004755147	Os12g0589000
LOC_Os12g39930	expressed protein	1.676206377	0.002686443	NA
LOC_Os12g39950	expressed protein	-1.41789912	0.002870838	NA
LOC_Os12g40100	expressed protein	9.065610649	2.8099999999999997e-32	Os12g0591600
LOC_Os12g40180	expressed protein	2.982589206	5.93e-10	Os12g0592900
LOC_Os12g40260	WD-40 repeat family protein, putative, expressed	2.81201719	1.45e-9	Os12g0594000
LOC_Os12g40380	expressed protein	-0.718968712	1.26276e-4	Os12g0595500
LOC_Os12g40450	biotin--protein ligase, putative, expressed	0.88942114	0.042140357	NA
LOC_Os12g40480	H-BTB9 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed	-0.864159997	2.11e-6	Os12g0596600
LOC_Os12g40890	OsIAA30 - Auxin-responsive Aux/IAA gene family member, expressed	-0.800384234	2.12e-5	Os12g0601300
LOC_Os12g40900	OsIAA31 - Auxin-responsive Aux/IAA gene family member, expressed	-1.037974468	1.17e-8	Os12g0601400
LOC_Os12g40940	expressed protein	-1.872484584	6.36e-5	Os12g0602200
LOC_Os12g40960	expressed protein	6.216492984	0.02112771	NA
LOC_Os12g41090	CAMK_KIN1/SNF1/Nim1_like.38 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	-2.24612595	2.53e-27	Os12g0603700
LOC_Os12g41110	OsCML5 - Calmodulin-related calcium sensor protein, expressed	1.382791546	3.04e-17	Os12g0603800
LOC_Os12g41124	expressed protein	-1.252044561	2.97e-7	Os12g0604000
LOC_Os12g41180	LSTK-1-like kinase, putative, expressed	-1.295307959	7.49e-6	Os12g0604700
LOC_Os12g41270	cysteine-rich receptor-like protein kinase 20 precursor, putative, expressed	11.53198322	1.33e-144	Os12g0606000
LOC_Os12g41510	cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed	1.744568994	1.2732e-4	Os12g0608700
LOC_Os12g41530	cysteine-rich receptor-like protein kinase 8 precursor, putative, expressed	5.191663709	0.036448888	Os12g0608900
LOC_Os12g41540	expressed protein	1.929948763	8.35765e-4	Os12g0609000
LOC_Os12g41570	expressed protein	2.563088812	3.27e-14	NA
LOC_Os12g41630	OsFBX463 - F-box domain containing protein, expressed	-1.1163794950000001	0.049787233	Os12g0609900
LOC_Os12g41650	helix-loop-helix DNA-binding domain containing protein, expressed	-1.060904338	1.45763e-4	Os12g0610200
LOC_Os12g41980	lipase class 3 family protein, putative, expressed	-2.646259115	0.034824247	Os12g0614200
LOC_Os12g42010	lipase class 3 family protein, putative, expressed	3.934360668	1.59e-14	Os12g0614500
LOC_Os12g42020	AGC_PVPK_like_kin82y.20 - ACG kinases include homologs to PKA, PKG and PKC, expressed	-0.965034189	0.029663573	Os12g0614600
LOC_Os12g42064	OsWAK129c - OsWAK receptor-like protein kinase, expressed	-0.975688821	0.033773947	Os12g0615200
LOC_Os12g42200	ATCHX, putative, expressed	-0.713565524	0.003529676	Os12g0616500
LOC_Os12g42230	transketolase, putative, expressed	2.033515075	4.12e-31	Os12g0616900
LOC_Os12g42280	9-cis-epoxycarotenoid dioxygenase 1, chloroplast precursor, putative, expressed	1.547010221	2.24464e-4	Os12g0617400
LOC_Os12g42970	GATA zinc finger domain containing protein, expressed	-0.644272803	0.02024475	Os12g0624900
LOC_Os12g42980	cysteine synthase, putative, expressed	0.642284477	0.005302148	Os12g0625000
LOC_Os12g43130	phytoene synthase, chloroplast precursor, putative, expressed	2.046754709	1.68e-28	Os12g0626400
LOC_Os12g43380	thaumatin, putative, expressed	2.971403789	2.2e-46	Os12g0628600
LOC_Os12g43430	thaumatin, putative, expressed	2.961639438	1.83e-11	NA
LOC_Os12g43580	expressed protein	0.942564829	1.96e-5	Os12g0631600
LOC_Os12g43740	oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed	2.231344612	1.79e-8	Os12g0633800
