RAP	MSU	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name	ATG
Os01g0113200	LOC_Os01g02290	OsRLCK2	Similar to Receptor serine/threonine kinase	protein_coding	LOC4326124	4326124	Similar to Receptor serine/threonine kinase.	NA	NA	RLCK2	RECEPTOR-LIKE CYTOPLASMIC KINASE 2	OsRLCK2, rrsRLK	Receptor-like Cytoplasmic Kinase 2, required for ROS-scavenging receptor-like kinase	RECEPTOR-LIKE CYTOPLASMIC KINASE 2	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0016020, GO:0000166, GO:0006468, GO:0016772, GO:0004674, GO:0007031, GO:0009651, GO:0050832	polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, membrane, nucleotide binding, protein phosphorylation, transferase activity, transferring phosphorus-containing groups, protein serine/threonine kinase activity, peroxisome organization, response to salt stress, defense response to fungus	AT4G18250
Os01g0115900	LOC_Os01g02600	NA	Similar to Receptor-like protein kinase	protein_coding	LOC4326089	4326089	Similar to Receptor-like protein kinase.	NA	NA	NA	NA	OsRLK22	Receptor-like Kinase 22	RECEPTOR-LIKE KINASE 22	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0016020, GO:0004672, GO:0005524, GO:0006468, GO:0016021, GO:0042742	polysaccharide binding, membrane, protein kinase activity, ATP binding, protein phosphorylation, integral component of membrane, defense response to bacterium	AT4G18250
Os01g0116300	LOC_Os01g02690	OsRLCK14	Similar to Receptor-like kinase	protein_coding	LOC9272259	9272259	Similar to Receptor-like kinase.	NA	NA	RLCK14	RECEPTOR-LIKE CYTOPLASMIC KINASE 14	OsRLCK14	Receptor-like Cytoplasmic Kinase 14	RECEPTOR-LIKE CYTOPLASMIC KINASE 14	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0016020, GO:0004672	polysaccharide binding, membrane, protein kinase activity	AT4G18250
Os01g0113800	LOC_Os01g02360	NA	Protein kinase, core domain containing protein	protein_coding	LOC4326102	4326102	Protein kinase, core domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0016772	polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0113500	NA	NA	Similar to Receptor-like kinase	protein_coding	LOC4326127	NA	Similar to Receptor-like kinase.	NA	NA	NA	NA	NA	NA	NA	NA	NA	rust resistance kinase Lr10	GO:0004672, GO:0005524, GO:0006468, GO:0004674, GO:0016772	protein kinase activity, ATP binding, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0115600	LOC_Os01g02560	OsRLCK11	Similar to LRK14	protein_coding	LOC4326086	4326086	Similar to LRK14.	NA	NA	RLCK11	RECEPTOR-LIKE CYTOPLASMIC KINASE 11	OsRLCK11	Receptor-like Cytoplasmic Kinase 11	RECEPTOR-LIKE CYTOPLASMIC KINASE 11	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0004672, GO:0005524, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0004674, GO:0016301, GO:0016310, GO:0016772, GO:0009611, GO:0042742, GO:0050832	polysaccharide binding, protein kinase activity, ATP binding, transferase activity, membrane, nucleotide binding, protein phosphorylation, protein serine/threonine kinase activity, kinase activity, phosphorylation, transferase activity, transferring phosphorus-containing groups, response to wounding, defense response to bacterium, defense response to fungus	AT4G18250
Os01g0114700	LOC_Os01g02440	NA	Similar to Receptor-like kinase	protein_coding	LOC4326110	4326110	Similar to Receptor-like kinase.	NA	NA	NA	NA	NA	NA	NA	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0004672, GO:0005524, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0004713, GO:0016772	polysaccharide binding, protein kinase activity, ATP binding, transferase activity, membrane, nucleotide binding, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0116900	LOC_Os01g02710	NA	Protein kinase, catalytic domain domain containing protein	protein_coding	LOC4326096	4326096	Protein kinase, catalytic domain domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	rust resistance kinase Lr10	GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0004713, GO:0016772	polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0117700	LOC_Os01g02840	NA	Similar to LRK14	protein_coding	LOC4326071	4326071	Similar to LRK14.	NA	NA	NA	NA	NA	NA	NA	NA	NA	rust resistance kinase Lr10	GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0004713, GO:0016772	protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0117500	LOC_Os01g02810	NA	Similar to Receptor kinase LRK10	protein_coding	LOC4326069	4326069	Similar to Receptor kinase LRK10.	NA	NA	NA	NA	NA	NA	NA	NA	NA	rust resistance kinase Lr10	GO:0005524, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0004672, GO:0006468, GO:0016301, GO:0016310, GO:0004713, GO:0016772	ATP binding, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, protein kinase activity, protein phosphorylation, kinase activity, phosphorylation, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os04g0177000	LOC_Os04g09770	OsRLCK132	Similar to Stress-induced receptor-like kinase 2	protein_coding	LOC9271402	9271402	Similar to Stress-induced receptor-like kinase 2.	NA	NA	RLCK132	RECEPTOR-LIKE CYTOPLASMIC KINASE 132	OsRLCK132	Receptor-like Cytoplasmic Kinase 132	RECEPTOR-LIKE CYTOPLASMIC KINASE 132	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4	GO:0005524, GO:0016021, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0004672, GO:0006468, GO:0016301, GO:0016310, GO:0004713, GO:0016772	ATP binding, integral component of membrane, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, protein kinase activity, protein phosphorylation, kinase activity, phosphorylation, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0137400	LOC_Os01g04470	OsRLCK21	Protein kinase, catalytic domain domain containing protein	protein_coding	LOC4325673	NA	Protein kinase, catalytic domain domain containing protein.	NA	NA	RLCK21	RECEPTOR-LIKE CYTOPLASMIC KINASE 21	NA	NA	NA	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1	GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0004713, GO:0016772	polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0136900	LOC_Os01g04460	NA	Similar to Stress-induced receptor-like kinase 2	protein_coding	LOC107276391	107276391	Similar to Stress-induced receptor-like kinase 2.	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5	GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0004674, GO:0016301, GO:0016310, GO:0004713, GO:0016772	polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, protein serine/threonine kinase activity, kinase activity, phosphorylation, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0137250	LOC_Os01g04480	OsRLCK20	Similar to Stress-induced receptor-like kinase 2	protein_coding	LOC107278584	NA	Similar to Stress-induced receptor-like kinase 2.	NA	NA	RLCK20	RECEPTOR-LIKE CYTOPLASMIC KINASE 20	NA	NA	NA	NA	NA	cysteine-rich receptor-like protein kinase 2	GO:0005524, GO:0016021, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0004672, GO:0006468, GO:0016301, GO:0016310, GO:0004713, GO:0016772, GO:0030247	ATP binding, integral component of membrane, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, protein kinase activity, protein phosphorylation, kinase activity, phosphorylation, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups, polysaccharide binding	AT4G18250
Os01g0137500	LOC_Os01g04520	OsRLCK22	Protein kinase, catalytic domain domain containing protein	protein_coding	NA	NA	Protein kinase, catalytic domain domain containing protein.	NA	NA	RLCK22	RECEPTOR-LIKE CYTOPLASMIC KINASE 22	OsRLCK22	Receptor-like Cytoplasmic Kinase 22	RECEPTOR-LIKE CYTOPLASMIC KINASE 22	NA	NA	NA	GO:0005524, GO:0016021, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0004672, GO:0006468, GO:0016301, GO:0016310, GO:0004713, GO:0016772	ATP binding, integral component of membrane, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, protein kinase activity, protein phosphorylation, kinase activity, phosphorylation, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os08g0335500	LOC_Os08g24770	NA	Hypothetical conserved gene	protein_coding	LOC9272132	9272132	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1	GO:0030246, GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0004713, GO:0005488, GO:0016772	carbohydrate binding, protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, protein tyrosine kinase activity, binding, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0690800	LOC_Os01g49614	NA	Protein kinase, core domain containing protein	protein_coding	LOC4327951	4327951	Protein kinase, core domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	acidic endochitinase SE2	GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0006468, GO:0004674, GO:0016772	polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0690900	LOC_Os01g49614	NA	Conserved hypothetical protein	protein_coding	NA	NA	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0030247	polysaccharide binding	AT4G18250
Os01g0689900	LOC_Os01g49529, LOC_Os01g49529, LOC_Os01g49529	OsWAK10, OsWAK10, OsWAK10	Hypothetical conserved gene, Hypothetical conserved gene, Hypothetical conserved gene	protein_coding, protein_coding, protein_coding	LOC4327947, LOC4327947, LOC4327947	4327947, 4327947, 4327947	Hypothetical conserved gene., Protein kinase, core domain containing protein., Serine/threonine protein kinase-related domain containing protein.	NA	NA	WAK10, WAK10, WAK10	WALL-ASSOCIATED KINASE GENE 10, WALL-ASSOCIATED KINASE GENE 10, WALL-ASSOCIATED KINASE GENE 10	OsWAK10, OsWAK10, OsWAK10	NA	WALL-ASSOCIATED KINASE 10, WALL-ASSOCIATED KINASE 10, WALL-ASSOCIATED KINASE 10	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2, LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2, LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2	GO:0007166, GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0005886, GO:0004713, GO:0016772, GO:0007166, GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0005886, GO:0004713, GO:0016772, GO:0007166, GO:0030247, GO:0004672, GO:0005524, GO:0016021, GO:0006468, GO:0016301, GO:0016310, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0005886, GO:0004713, GO:0016772	cell surface receptor signaling pathway, polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, plasma membrane, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups, cell surface receptor signaling pathway, polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, plasma membrane, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups, cell surface receptor signaling pathway, polysaccharide binding, protein kinase activity, ATP binding, integral component of membrane, protein phosphorylation, kinase activity, phosphorylation, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, plasma membrane, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os01g0690600	LOC_Os01g49580	NA	Conserved hypothetical protein	protein_coding	LOC4327950	4327950	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.7	GO:0030247	polysaccharide binding	AT4G18250
Os05g0550700	LOC_Os05g47750	NA	Protein kinase, catalytic domain domain containing protein	protein_coding	LOC4339528	4339528	Protein kinase, catalytic domain domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1	GO:0005524, GO:0016021, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0004672, GO:0006468, GO:0016301, GO:0016310, GO:0004713, GO:0016772	ATP binding, integral component of membrane, protein serine/threonine kinase activity, transferase activity, membrane, nucleotide binding, protein kinase activity, protein phosphorylation, kinase activity, phosphorylation, protein tyrosine kinase activity, transferase activity, transferring phosphorus-containing groups	AT4G18250
Os05g0564400	LOC_Os05g48980	OsRab11C3	Similar to GTP-binding protein	protein_coding	LOC4339623	4339623	Similar to GTP-binding protein.	NA	NA	NA	NA	OsRab11C3	small GTP-binding protein OsRab11C3	NA	NA	NA	ras-related protein RABA1f	GO:0005525, GO:0006886, GO:0005768, GO:0003924, GO:0032482, GO:0016192, GO:0007264, GO:0009411, GO:0015031, GO:0046686	GTP binding, intracellular protein transport, endosome, GTPase activity, Rab protein signal transduction, vesicle-mediated transport, small GTPase mediated signal transduction, response to UV, protein transport, response to cadmium ion	AT4G18430
Os09g0327100	LOC_Os09g15790	OsRab11C2	Similar to GTP-binding protein	protein_coding	LOC4346744	4346744	Similar to GTP-binding protein.	NA	NA	NA	NA	OsRab11C2	small GTP-binding protein OsRab11C2	NA	NA	NA	ras-related protein RABA1f	GO:0005525, GO:0006886, GO:0005768, GO:0003924, GO:0032482, GO:0016192, GO:0005622, GO:0006184, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020, GO:0005886	NA	AT4G18430
Os01g0667600	LOC_Os01g47730	OsRab11C1	Similar to GTP-binding protein	protein_coding	LOC4326321	4326321	Similar to GTP-binding protein.	NA	NA	NA	NA	OsRab11C1	small GTP-binding protein OsRab11C1	NA	NA	NA	ras-related protein RABA1f	GO:0005525, GO:0006886, GO:0005768, GO:0003924, GO:0032482, GO:0005622, GO:0006184, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020, GO:0005737, GO:0005886, GO:0006561, GO:0009409, GO:0009788	NA	AT4G18430
Os01g0613100	LOC_Os01g42760	NA	Similar to predicted protein	protein_coding	LOC107277460	107277460	Similar to predicted protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	adenylate-forming reductase 06235	GO:0005886, GO:0016021	plasma membrane, integral component of membrane	AT4G18540
Os01g0749300	LOC_Os01g54550, LOC_Os01g54550	HSFA4A, HSFA4A	Heat shock transcription factor, Cadmium tolerance, Heat stress respons, Heat shock transcription factor, Cadmium tolerance, Heat stress respons	protein_coding, protein_coding	LOC4325556, LOC4325556	4325556, 4325556	Heat shock transcription factor, Cadmium tolerance, Heat stress response, Heat shock transcription factor, Cadmium tolerance, Heat stress response	HSFA4A, OsHsfA4a, OsHsf-04, HSFA4B, HSF04, HSF9, OsHsfA4b, OsHSF9, HSFA4A, OsHsfA4a, OsHsfA4b, OsHsf-04, HSFA4B, HSF04, OsHSF9, RHSF9, HSF9	HEAT STRESS TRANSCRIPTION FACTOR A4a, Heat stress transcription factor A4a, Heat stress transcription factor A-4b, Heat stress transcription factor 4, heat shock transcription factor 9, HEAT STRESS TRANSCRIPTION FACTOR A4a, Heat shock transcription factor A4a, Heat stress transcription factor A4a, Heat stress transcription factor A-4b, Heat stress transcription factor 4, Heat shock transcription factor 9	HSFA4A, HSFA4A	HEAT STRESS TRANSCRIPTION FACTOR A4a, HEAT STRESS TRANSCRIPTION FACTOR A4a	OsHsfA4a, OsHsf-04, HSFA4B, HSF04, OsHSF4, HSF4, HSF9, OsHsfA4b, OsHSF9, OsHsfA4a, OsHsf-04, HSFA4B, HSF04, OsHSF4, HSF4, HSF9, OsHsfA4b, OsHSF9	Heat stress transcription factor A4a, Heat stress transcription factor A-4b, Heat stress transcription factor 4, heat shock transcription factor 9, Heat stress transcription factor A4a, Heat stress transcription factor A-4b, Heat stress transcription factor 4, heat shock transcription factor 9	HEAT STRESS TRANSCRIPTION FACTOR A4a, HEAT STRESS TRANSCRIPTION FACTOR A4a	NA	NA	heat stress transcription factor A-4b-like, heat stress transcription factor A-4b-like	GO:0043565, GO:0005634, GO:0005737, GO:0003700, GO:0000978, GO:0061408, GO:0034605, GO:0003677, GO:0006355, GO:0006357, GO:0005829, GO:0006350, GO:0006950, GO:0043565, GO:0005634, GO:0005737, GO:0003700, GO:0000978, GO:0061408, GO:0034605, GO:0003677, GO:0006355, GO:0006357, GO:0005829, GO:0006350, GO:0006950	NA	AT4G18880
